name,lat,lon
"Essex Junction, Vermont",44.4906054,-73.1109605
"Miamisburg, Ohio",39.6428362,-84.2866083
"Parkville, Missouri",39.1950029,-94.6821806
"Columbia, Missouri",38.951883,-92.3337366
"Phoenixville, Pennsylvania",40.1303822,-75.5149128
"Covina, California",34.0877926,-117.8891164
"Thousand Oaks, California",34.17142715,-118.910587629744
"Blue Hill, Maine",44.4139662,-68.5866904
"Perth Amboy, New Jersey",40.5067723,-74.2654234
"Monkton, Maryland",39.5787164,-76.6155252
"Waukesha, Wisconsin",43.0116784,-88.2314813
"Benicia, California",38.049365,-122.1585777
"Gainesville, Virginia",38.7951501,-77.6141404
"Champaign, Illinois",40.1164205,-88.2433829
"Brookfield, Illinois",41.8228378,-87.848085
"River Ridge, Louisiana",29.9602043,-90.2156316
"Greenville, North Carolina",35.612661,-77.3663538
"Brunswick, Ohio",41.2461245,-81.8226047801707
"Yuba City, California",39.1404477,-121.6169108
"Gig Harbor, Washington",47.3259697,-122.5878659
"Lighthouse Point, Florida",26.27886235,-80.0888214520388
"Waterloo, Iowa",42.4927641,-92.3429631
"Northville, Michigan",42.4310806,-83.4832262
"Wilmington, Delaware",39.7459468,-75.546589
"Wauseon, Ohio",41.546069,-84.1362047
"Twinsburg, Ohio",41.3125552,-81.4401129
"Benton, Arkansas",36.3456186,-94.2670404
"Sky Valley, California",33.890015,-116.3525097
"McKinleyville, California",40.966005,-124.102789674524
"Ijamsville, Maryland",39.3603809,-77.3227621
"Onley, Virginia",37.6909641,-75.7160405
"Concord, New Hampshire",43.207106,-71.5370216
"Calhoun, Georgia",31.5311784,-84.614328
"Sweet Briar, Virginia",36.0005483,-78.3628004364629
"Forest, Virginia",37.6459799,-77.809995
"Marble Head, Massachusetts",42.5, -70.858333
"Greenfield, Massachusetts",42.5877962,-72.6006199
"Clarksville, Tennessee",36.5285918,-87.3098696
"Tarzana, California",34.1727967,-118.553369
"Skowhegan, Maine",44.7650618,-69.719218
"King of Prussia, Pennsylvania",40.095044,-75.3851598333741
"Palo Alto, California",37.442156,-122.1634472
"Mill Valley, California",37.9060368,-122.5449763
"Lawrenceville, Georgia",33.9562149,-83.9879625
"Corsicana, Texas",32.091299,-96.4646821
"Hatfield, Pennsylvania",40.2798274,-75.2993417
"Wilmington, Illinois",41.3078094,-88.1467243
"Walnut Ridge, Arkansas",36.0680241,-90.9561004
"Murfreesboro, Tennessee",35.845999,-86.3920452
"Buford, Georgia",34.1206564,-84.0043513
"Lafayette, California",37.8857582,-122.1180201
"Ruxton, Maryland",39.3980371,-76.6448576
"Monticello, Illinois",40.026295,-88.567956
"Boardman, Ohio",41.02504265,-80.6649629157082
"the University of Delaware from Dover, Delaware",39.161944, -75.526667
"Oakwood University from Huntsville, Alabama",34.73, -86.585
"Wylie, Texas",33.0151201,-96.5388789
"Mount Prospect, Illinois",42.0664167,-87.9372908
"Bedminster, Pennsylvania",40.41934585,-75.192089984698
"Jackson Hole, Wyoming",43.684103,-110.443624734453
"Sturgis, Michigan",41.799217,-85.4191482
"Windsor, Connecticut",41.8525984,-72.6437022
"Wheeling, Illinois",42.125144,-87.9293051484051
"Westhaven, Connecticut",41.273889, -72.967778
"Rocklin, California",38.7907339,-121.2357828
"Columbia, Maryland",39.2156213,-76.8582049
"Mendham, New Jersey",40.7759334,-74.6007142
"Cordova, Tennessee",35.1556451,-89.7761955
"Tewksbury, Massachusetts",42.6106479,-71.2342248
"Wallingford, Connecticut",41.4570418,-72.8231552
"White Lake, Michigan",42.6916964,-83.5541098
"Port Carbon, Pennsylvania",40.6964788,-76.1688304
"Westport, Connecticut",41.1414855,-73.3578955
"Lakewood, Colorado",39.6311085,-105.11005808223
"Lubbock, Texas",33.5778631,-101.8551665
"Kings Valley, Oregon",44.7067856,-123.4345476
"Rocky River, Ohio",41.4756031,-81.8393034
"Plymouth, Michigan",42.3712,-83.4675021
"Londonderry, New Hampshire",42.8650869,-71.3739532
"Rochester Hills, Michigan",42.6583661,-83.1499322
"Cherry Hill, New Jersey",39.9348351,-75.0307264
"Lexington, Massachusetts",42.4473175,-71.2245003
"Riverton, Illinois",39.8442164,-89.5395417
"Boston, Massachusetts",42.3604823,-71.0595678
"Stanford, Connecticut",41.8913215,-73.6927742712382
"Hampton Bays, New York",40.8689892,-72.5175893
"Waccabuc, New York",41.300315,-73.5761584
"Dunwoody, Georgia",33.9430886,-84.3097486128839
"Menomonee Falls, Wisconsin",43.1789322,-88.1167148
"Taylorsville, Utah",40.6677517,-111.9386311
"Texarkana, Texas",33.425125,-94.0476882
"Ridgefield Park, New Jersey",40.8570442,-74.0215285
"Pickerington, Ohio",39.8842304,-82.7535049
"Edmond, Oklahoma",35.6571367,-97.4649038
"Derwood, Maryland",39.11733,-77.1610916
"Clay, New York",43.1859013,-76.1724254
"Downey, California",33.9400143,-118.1325688
"Tamarac, Florida",26.2052115,-80.2710554635621
"Mandeville, Louisiana",30.3582305,-90.0657477
"Walnut, California",34.0202894,-117.8653386
"Soddy-Daisy, Tennessee",35.2359025,-85.1907904
"Perry, Georgia",32.4586695,-83.7319658
"South Orange, New Jersey",40.7474966,-74.2635376
"Winfield, Illinois",41.8616956,-88.1609031
the University of Florida,29.6469238,-82.3476153
"Kapolei, Hawaii",21.3339504,-158.0771853
"Cornelius, North Carolina",35.4868032,-80.8600736
"Bridgeport, Connecticut",41.1670412,-73.2048348
"Somers Point, New Jersey",39.3176158,-74.594601
"Fort Dix, New Jersey",40.0301105,-74.6201691
"Athens, Ohio",39.3292396,-82.1012555
"Harper Woods, Michigan",42.4330924,-82.9240833
"Ithaca, New York",42.4396039,-76.4968019
"Charlottesville, Virginia",38.029306,-78.4766781
"Chester, New Jersey",40.7842667,-74.6968284
"Lewisburg, Pennsylvania",40.9645293,-76.8844101
"the University of Texas, Dallas",32.9862442,-96.7510955663145
"Sheridan, Wyoming",44.7971939,-106.9561792
"Floral Park, New York",40.7237133,-73.7048532
"West Islip, New York",40.7058564,-73.3077301
"Lebanon Township, New Jersey",40.729147,-74.8971219049329
"Macon, Georgia",32.8406946,-83.6324022
"Reading, Pennsylvania",40.335345,-75.9279495
"Pamona, California",36.8565349,-120.4367552
"Santa Clara, California",37.3541132,-121.9551744
"West Nyack, New York",41.096485,-73.9729162
"Edina, Minnesota",44.890114,-93.3493602
"Lake Forest, California",33.6469661,-117.689218
"Seattle, Washington",47.6038321,-122.3300624
"Carencro, Louisiana",30.317144,-92.0490096
"Duxbury, Massachusetts",42.0417695,-70.672259
"Auburn, Washington",47.3075369,-122.2301808
the University of Maryland in Baltimore County,39.2555, -76.711256
"Pasadena, Maryland",39.1106375,-76.5506966542792
"Elmwood Park, Illinois",41.9205931,-87.8160169
"Center Tuftonboro, New Hampshire",43.6542439,-71.2472913
"Jefferson City, Missouri",38.577359,-92.1724265
"Bear, Delaware",39.6292788,-75.6582628
"Kapaa, Hawaii",22.0742863,-159.3207481
"Cedar Key, Florida",29.1377209,-83.0359638
"Moss Point, Mississippi",30.4301,-88.5191496951118
"Pinson, Alabama",33.6889908,-86.6833229
"Piedmont, California",37.8243715,-122.231635
"Harpers Ferry, West Virginia",39.323418,-77.7319766
"Winnebago, Illinois",42.3255276,-89.1496574
"Cramerton, North Carolina",35.2387504,-81.0750757
"Vienna, Virginia",38.9013013,-77.2651585
"Tolland, Connecticut",41.818446,-72.3562252
"Amarillo, Texas",35.2072185,-101.8338246
"Weston, Florida",26.103632,-80.403101781737
"Long Lake, Minnesota",44.9866298,-93.5716243
"Powell, Ohio",40.1578403,-83.0751869
"Fort Lewis, Washington",47.1086912,-122.5549795
"Ellettsville, Indiana",39.2339348,-86.6250008
"Nanakuli, Hawaii",21.385473,-158.153029193028
"Phoenix, Arizona",33.4467681,-112.0756724
"North Plainfield, New Jersey",40.6301025,-74.4273743
"Memphis, Tennessee",35.1490215,-90.0516285
"Fairfax, Virginia",38.8462236,-77.3063733
"Pelham, New Hampshire",42.734534,-71.3245067
"Montgomery, Texas",30.301949,-95.5065944
"Newington, Connecticut",41.6859355,-72.7299594030263
"Albuquerque, New Mexico",35.0841034,-106.6509851
"Lake Worth, Florida",26.62121345,-80.0626731782044
"Woodhaven, Michigan",42.1370519,-83.2451066
"Harbor Springs, Michigan",45.4316759,-84.9919992
"Tybee Island, Georgia",32.0154921,-80.8612217
"Landisville, Pennsylvania",40.3492723,-75.1132271
"Aliso Viejo, California",33.5761376,-117.7258122
"Rockaway Park, New York",40.5805104,-73.8361535
Georgia Institute of Technology,33.776033,-84.3988407100158
"Antrim, New Hampshire",43.0309142,-71.9389689
"Norwich, Vermont",43.7130669,-72.3074404
"Greenland, New Hampshire",43.0361995,-70.8328322
"Holyoke, Massachusetts",42.22415795,-72.6402183064114
"Brown County, Indiana",39.1682855,-86.2297004
"Norcross, Georgia",33.9412127,-84.2135309
"Fall River, Massachusetts",41.7010642,-71.1546367
"Bedminster, New Jersey",40.680657,-74.6454373
"Old Orchard Beach, Maine",43.5173066,-70.3775496
"Amesbury, Massachusetts",42.8579536,-70.9300921
"Huntington Beach, California",33.6781238,-118.0000112
"Coarsegold, California",37.2621687,-119.7009834
"Jefferson City, Tennessee",36.122311,-83.4923961
"La Habra, California",33.9318775,-117.9461074
"Eden Prairie, Minnesota",44.8546856,-93.470786
"Hayes, Kansas",38.800319,-97.6365301
"Moweaqua, Illinois",39.6247614,-89.0189684
"Kansas City, Missouri",39.0844687,-94.5630298
"McLeansville, North Carolina",36.1073575,-79.6586383
"Villa Hills, Kentucky",39.0633933,-84.5929998
"Montpelier, Virginia",39.2809229,-80.3250891
"Montclair, California",34.0775104,-117.6897776
"Mishawaka, Indiana",41.6619927,-86.1586156
"Laguna Beach, California",33.5420888,-117.7834147
"Montebello, California",34.0159398,-118.111975
the University of Michigan,42.2942077,-83.7100148368311
"Astoria, New York",40.7720145,-73.9302673
"Centennial, Colorado",39.5680644,-104.97783071285
"Cranberry Township, Pennsylvania",40.7099343,-80.1060506
"Carlsbad, California",33.1580933,-117.3505939
"Eastchester, New York",40.9610563,-73.8064739
"Milwaukie, Oregon",45.4453901,-122.6392889
"Middleburgh, New York",42.598687,-74.3329156
"Riverdale, New York",40.90056,-73.90639
"Bakersfield, California",35.3738712,-119.0194639
"Vidalia, Georgia",32.2176855,-82.4134614
"Wheatley Heights, New York",40.76371,-73.3698426
"Deer Park, New York",40.7617653,-73.3292858
"McAllen, Texas",26.154573,-98.260720759944
"Larimer, Pennsylvania",40.4620652,-79.9110239954203
"Durham, Connecticut",41.473678,-72.6822664023105
"Richardson, Texas",32.9481789,-96.7297206
"Harrisburg, Pennsylvania",40.2663107,-76.8861122
"Michigan City, Indiana",41.7075394,-86.8950297
"Burlington, Washington",48.4686745,-122.3293924
"Logansport, Indiana",40.7544843,-86.3566659
"North Attleboro, Massachusetts",41.9834324,-71.3328328
"Wanatah, Indiana",41.4305964,-86.898358
"North Hampton, New Hampshire",42.9725895,-70.8297757
"Lancaster, Pennsylvania",40.03813,-76.3056686
"West Hollywood, California",34.0900091,-118.3617443
"Grayson, Kentucky",37.4537437,-86.3389464
"Mamaroneck, New York",40.9487097,-73.7326309
"Drexel Hill, Pennsylvania",39.9483182,-75.3068862515295
"Livingston, New Jersey",40.7959335,-74.3148713
"South San Francisco, California",37.6549493,-122.4081251
"Peachtree City, Georgia",33.3967829,-84.5957629
"Santa Fe, New Mexico",35.6869996,-105.9377997
"Chico, California",39.7284945,-121.8374777
"River Forest, Illinois",41.8978091,-87.8139483
"Northbrook, Illinois",42.1296875,-87.830542
"Hermosa Beach, California",33.86428,-118.39591
"Oradell, New Jersey",40.9587093,-74.0368064
"Glendale, Colorado",39.7048155,-104.9335083
"Shoreline, Washington",47.7563195,-122.3438255
"North East, Maryland",39.6001132,-75.9413327
"Fredericksburg, Virginia",38.3031837,-77.4605399
"Martin, Tennessee",36.3433965,-88.850338
"Johnstown, Pennsylvania",40.3267407,-78.9219698
"Reseda, California",34.2011156,-118.5364742
"Princeton, New Jersey",40.3492744,-74.6592958
"Pottsville, Pennsylvania",40.6851324,-76.1953701
"Brockton, Massachusetts",42.0834335,-71.0183787
"Dallas, Georgia",33.9237141,-84.8407732
"Kennesaw, Georgia",34.0234337,-84.6154897
"Aberdeen, New Jersey",40.4071138,-74.2216287
"Wayne, New Jersey",40.9491723,-74.2376802
"South Euclid, Ohio",41.5231076,-81.5184553
"Bethpage, New York",40.7442664,-73.4820687
"Oxford, Mississippi",34.3664127,-89.5187664
"Anaheim Hills, California",33.8444082,-117.7773862
"San Antonio, Texas",29.4246002,-98.4951405
"Ojai, California",34.4480495,-119.242889
"Lakeville, Massachusetts",41.8459353,-70.9494854
"Emmett, Kansas",39.3072183,-96.0561047
"Austin, Texas",30.2711286,-97.7436995
"Rockledge, Florida",28.312799,-80.7207649277967
"Charlton, Massachusetts",42.13565,-71.970074
"Lake in the Hills, Illinois",42.1816908,-88.3303618
"Pawtucket, Rhode Island",41.878711,-71.3825558
"Statesboro, Georgia",32.4487877,-81.7831674
"East Wenatchee, Washington",47.4156824,-120.2931263
"Missoula, Montana",46.879583,-113.921458995819
"Princeton Junction, New Jersey",40.3173301,-74.6198791
"Bolingbrook, Illinois",41.7003302,-88.0717708
"Kensington, California",37.9104805,-122.2802471
"Plymouth Meeting, Pennsylvania",40.1105915,-75.2844869122158
"Webster, New York",43.2122851,-77.4299939
"Muncie, Indiana",40.1936683,-85.3865114
"Glen Ridge, New Jersey",40.805378,-74.2037566
"Cleveland Heights, Ohio",41.5200518,-81.556235
"Pomona, California",34.0552886,-117.7522793
"Lake Forest, Illinois",42.2586342,-87.840625
"Cary, North Carolina",35.7882973,-78.7811925
"Cypress, California",33.8248235,-118.0399368
"Norwalk, Ohio",41.2425531,-82.6157331
"Foxborough, Massachusetts",42.0653768,-71.2478308
"Salem, New Hampshire",42.7884226,-71.2008933
"Ocracoke, North Carolina",35.1146152,-75.9810097
"Norman, Oklahoma",35.2225717,-97.4394816
"The X-Files originally from New York, New York",40.7127, -74.0059
"Russellville, Kentucky",36.8453199,-86.887219
"Topsail Island, North Carolina",34.44329065,-77.5306427068141
"Palisades, New York",41.0111793,-73.91346
"Westboro, Massachusetts",42.2433082,-71.6031692
"Rancho Murieta, California",38.5121827,-121.06551690164
"Roslyn, New York, now stationed at Okinawa, Japan",40.8, -73.650556
"Lexington, Virginia",37.7840208,-79.4428157
"Lansing, Michigan",42.7337712,-84.5553805
"Redwood City, California",37.4852152,-122.2363548
"Flushing, New York",40.7654301,-73.8174291
"Farmerville, Louisiana",32.7734728,-92.4056986
"Kingsland, Georgia",30.7999563,-81.6898261
"Walton, New York",42.1695296,-75.1293351
"Washington Township, New Jersey",39.6625625,-74.5916122536936
"Bagdad, Kentucky",38.2622928,-85.0577313
"Chicago, Illinois, now stationed at Ramstein, Germany",41.836944, -87.684722
"Leesburg, Florida",28.7893365,-81.8726996418024
"Highlands Ranch, Colorado",39.5538771,-104.9694264
"Dublin, California",37.7021521,-121.9357918
"Danbury, Connecticut",41.394817,-73.4540111
"Stockton, Iowa",41.5914172,-90.8587577
"Toluca Lake, California",33.5855054,-117.6997246
"Roanoke, Virginia",37.270973,-79.9414313
"Potosi, Wisconsin",42.6894392,-90.7120713
"Dix Hills, New York",40.8048207,-73.3362298
"Hoboken, New Jersey",40.7433066,-74.0323752
New Jersey,40.0757384,-74.4041622
"Winnetka, Illinois",42.1080834,-87.7358951
"Aston, Pennsylvania",39.87265415,-75.4405471904985
"Newtown, Connecticut",41.4134764,-73.3086445
"Jacksonville Beach, Florida",30.2946859,-81.3931396
"Arlington, Massachusetts",42.4153739,-71.1564428
"Avon Lake, Ohio",41.5053178,-82.0282001
"Clifton, New Jersey",40.8584328,-74.1637553
"Orlando, Florida",28.5421175,-81.3790462
"Newport, Tennessee",35.9670412,-83.1876578
"West Springfield, Massachusetts",42.1235382,-72.6561726959499
"Marysville, Ohio",40.2364486,-83.3671432
"El Paso, Texas, now stationed at Aviano, Italy",31.790278, -106.423333
"Coventry, Connecticut",41.7700987,-72.3050803
"Shoals, Oregon",35.402505,-81.2233799
"Everett, Massachusetts",42.40843,-71.0536625
"Downers Grove, Illinois",41.7946074,-88.0068999
"Gurnee, Illinois",42.3702996,-87.9020186
"Hilliard, Ohio",40.033814,-83.1596108
Michigan,43.6211955,-84.6824346
"North Hills, California",34.2422377,-118.531289140638
"Plainville, Massachusetts",42.0042656,-71.3328331
"Springtown, Texas",31.802096,-98.1897589
"Waterville, Ohio",41.5008859,-83.7182701
"Reno, Nevada",39.52927,-119.8136744
"St. Clair Shores, Michigan",42.4969805,-82.8888054
"Napa, California",38.2891775,-122.293706268451
"Barstow, California",34.8957684,-117.0172077
"Glasgow, Virginia",37.6340238,-79.4503138
"Raleigh, North Carolina",35.7804015,-78.6390779
"Shawnee, Oklahoma",35.3272928,-96.9253004
"West Roxbury, Massachusetts",42.2792649,-71.1494972
"Pewaukee, Wisconsin",43.0805651,-88.2612045
"Merrillville, Indiana",41.4828144,-87.3328139
"St. Charles, Missouri",38.783194,-90.4823681
"Ruston, Louisiana",32.5232053,-92.637927
"Decatur, Illinois",39.8628075,-88.8938718177351
"San Angelo, Texas",31.4319925,-100.454579665498
"Weston, Massachusetts",42.3667625,-71.3031132
"West Covina, California",34.0686208,-117.9389526
"Mountain Top, Pennsylvania",41.1695269,-75.877419
the University of Missouri,38.9458718,-92.3276836
"Rancho Cucamonga, California",34.1063989,-117.5931084
"Plymouth, Wisconsin",43.7486054,-87.977038
"Fair Oaks, California",39.3784978,-123.3413984
"Antioch, Illinois",42.4772418,-88.0956396
"Adairsville, Georgia",34.3687021,-84.9341093
"Tacoma, Washington",47.2495798,-122.4398746
"Montpelier, Vermont",44.260015,-72.5753599
"Eastpointe, Michigan",42.4683698,-82.9554746
"Palm Harbor, Florida",28.0780718,-82.7637127
"Hatboro, Pennsylvania",40.1746252,-75.106825
"Ida Grove, Iowa",42.3449871,-95.4716666
"Derby, Connecticut",41.3223611,-73.0890324
"Lansdowne, Pennsylvania",39.9381682,-75.2718507
"Ripley, West Virginia",38.8186401,-81.710323
"Point Pleasant, Pennsylvania",40.4224963,-75.0662964
"Sugarland, Texas",29.61722005,-95.6374077852203
"Rio Rancho, New Mexico",35.233375,-106.6644716
"Vacaville, California",38.3760441,-121.995470257092
"Oxford, Massachusetts",42.1167621,-71.8647941
"Northfield, Minnesota",44.4582041,-93.161159
"Canyon Country, California",34.4233293,-118.4720281
"West Windsor, New Jersey",40.290253, -74.627673
"Glenside, Pennsylvania",40.103196,-75.1515532498208
"Menifee, California",33.6864432,-117.1770437
"Portland, Indiana",40.4344895,-84.9777455
"Ann Arbor, Michigan",42.2681569,-83.7312291
"Hollywood, Florida",26.0112014,-80.1494901
"Summerdale, Alabama",30.4876954,-87.6997094
"Turlock, California",37.4946568,-120.8465941
"San Bruno, California",37.6304904,-122.4110835
"La Verne, California",34.1008426,-117.7678355
"Lakeview Terrace, California",33.9056154,-117.9402176
"Middleton, Wisconsin",43.1055762,-89.5089287
"Granger, Indiana",41.7522743,-86.1141996
"Chicopee, Massachusetts",42.17073265,-72.5733150744408
"Franklin, Wisconsin",44.2127373,-91.1237621
"San Pablo, California",37.9621457,-122.3455263
"Arlington, Virginia",38.8903961,-77.0841585
"Dayton, Ohio",39.7589478,-84.1916069
"Winchester, Virginia",39.1857762,-78.1631434
"Santa Clarita, California",34.3916641,-118.542586
"Stow, Massachusetts",42.4365949,-71.5050009
"Playa del Rey, California",33.9550828,-118.4367496
"Natick, Massachusetts",42.2836393,-71.346996
"Puyallup, Washington",47.1849009,-122.2921406
"Campbell, California",37.2883259,-121.9456328
"Middletown, New Jersey",40.9159321,-74.51349
"Menands, New York",42.6920233,-73.7245639
"Selah, Washington",46.6540065,-120.5302727
"Lake City, Florida",30.1896756,-82.6392899
"Charlestown, Massachusetts",42.3778749,-71.0619957
"Fulton, New York",43.1061507,-74.4461771
"Mascoutah, Illinois",38.490327,-89.793154
"Spring Lake, New Jersey",40.1535132,-74.0293941
"Cape Porpoise, Maine",43.3725862,-70.4381061
"Stoughton, Wisconsin",42.9167389,-89.2178997
"Iowa Falls, Iowa",42.5210019,-93.2636705
"West Lafayette, Indiana",40.4258686,-86.9080655
"Weirton, West Virginia",40.4189566,-80.5895167
"Belleville, Illinois",38.5200504,-89.9839935
"Longmeadow, Massachusetts",42.0500953,-72.5828662
"Sarasota, Florida",27.3364347,-82.5306527
"Tenafly, New Jersey",40.9253766,-73.9629154
"Fort Thomas, Kentucky",39.0786242,-84.4483432
"Sharon, Massachusetts",42.1237102,-71.1786627
"Pittsboro, North Carolina",35.7201506,-79.1771706
"Saddlebrook, New Jersey",40.743071,-74.9544239
"East Hampton, Connecticut",41.5744405,-72.4919235413043
"West Chester, Pennsylvania",39.9597213,-75.6059638
"Hyattsville, Maryland",38.95325,-76.9408522
"Miami, Florida",25.7742658,-80.1936589
"San Martin, California",37.089655,-121.594504497603
"Carruthers, California",34.0268923,-117.7442546
"Brentwood, New York",40.7812093,-73.2462273
"Bellaire, Texas",29.7057858,-95.4588299
"Tupelo, Mississippi",34.2634615,-88.7250268095951
"Gambrills, Maryland",39.067054,-76.6652449
"Lakeside, California",32.85041,-116.896001239709
"Haymarket, Virginia",38.8121009,-77.6366766
"Monmouth Junction, New Jersey",40.3789957,-74.5465436
"Sherwood, Oregon",45.3570983,-122.840357
"Locust Grove, Georgia",33.3459495,-84.109083
"Annapolis, Maryland",38.9786401,-76.492786
"Solvang, California",34.5958572,-120.1390894
"Maple Shade, New Jersey",39.9526127,-74.9923915
"Jupiter, Florida",26.9266939,-80.1220890180725
"the University of Chicago from Hollis Hills, New York",40.716039, -73.741864
"Tampa, Florida",27.9477595,-82.458444
"Emmaus, Pennsylvania",40.5395421,-75.4968502
"Spotsylvania, Virginia",38.200965,-77.589154
"Braintree, Massachusetts",42.2223218,-70.999492
"Park Ridge, New Jersey",41.0375969,-74.0406956
"Wasilla, Alaska",61.5828234,-149.4380985
"Newaygo, Michigan",43.5121225,-85.7944976
"Warner Robins, Georgia",32.598313,-83.6256769145824
"St. Paul, Minnesota",44.9504037,-93.1015026
"Belton, Missouri",38.8119527,-94.5318982
"Newtown, Pennsylvania",40.2290684,-74.9322947158775
"Metairie, Louisiana",30.001721,-90.1766541824766
"Glen Mills, Pennsylvania",39.919698,-75.4904323
"Kailua Kona, Hawaii",19.6418457,-155.9966291
"Pikeville, Kentucky",37.4792672,-82.5187629
"Merry Point, Virginia",37.7337504,-76.4824504
"Anacortes, Washington",48.5020123,-122.6237356
"Urbana, Maryland",39.3262083,-77.3515368
"Couderay, Wisconsin",45.7955133,-91.3068303
"Marilla, New York",42.8400596,-78.5550242
"Cummaquid, Massachusetts",41.7017764,-70.2730768
"Dearborn Heights, Michigan",42.3369816,-83.2732627
"Rockland, California",41.9809448,-123.9617432
"Geneva, New York",42.8689552,-76.9777436
"Connellsville, Pennsylvania",40.0178522,-79.5894828
"Independence, Missouri",39.0911161,-94.4155068
"Harleysville, Pennsylvania",40.278783,-75.3866376497299
"Lauderdale, Minnesota",44.994328,-93.2018736
"Azusa, California",34.1338751,-117.9056046
"Poway, California",32.9628234,-117.0358646
"Wellesley, Massachusetts",42.2964859,-71.2925571
"Salem, Oregon",44.9391565,-123.033121
"Texas A&M University from Lubbock, Texas",25.2043573,55.1506451453036
"Derry, New Hampshire",42.8808677,-71.3264492
"Boca Raton, Florida",26.3586885,-80.0830984
"North Bergen, New Jersey",40.8042674,-74.012084
"New Castle, Pennsylvania",41.0036719,-80.3470091
"Belmont, Massachusetts",42.3959296,-71.1786655
"Vero Beach, Florida",27.6387163,-80.3975399
"Plantation, Florida",26.1265258,-80.257861037651
"Geneva, Illinois",41.8875281,-88.3053525
"Sagamore Hills, Ohio",41.3365056,-81.5617791
"Lincoln, Rhode Island",41.9529237,-71.4663863
"Bristol, Pennsylvania",40.1006661,-74.8518311
"Ellington, Connecticut",41.9039863,-72.4698071
"Fishkill, New York",41.5355745,-73.898702
"Alamo, California",37.8502033,-122.032184
"Berwyn, Illinois",41.8505874,-87.7936685
"Chamblee, Georgia",33.892176,-84.2988296
"Saugerties, New York",42.0775906,-73.9529126
"Gilbert, Arizona",33.3624385,-111.745916582599
"Hooksett, New Hampshire",43.0967495,-71.4650684
"Westborough, Massachusetts",42.2694308,-71.6129907
"Chula Vista, California",32.6400541,-117.0841955
"Ardsley, New York",41.0106531,-73.8437452
"Cumberland, Rhode Island",41.9667656,-71.4328363
"Smyrna, Georgia",33.8839844,-84.5147213
"Rockport, New York",43.0358375,-75.2785738966667
"Springfield, Massachusetts",42.11241225,-72.5467136595821
"Passaic, New Jersey",40.8567663,-74.1284764
"Pleasantville, New York",41.1328736,-73.7926335
"Evansville, Indiana",37.9747645,-87.5558483
"East Peoria, Illinois",40.666149,-89.5800978
"Arleta, California",34.2555128,-118.4402978
"Sylvania, Ohio",41.7189392,-83.7129935
"Fallbrook, California",33.3764196,-117.2511466
"Secaucus, New Jersey",40.7899291,-74.0566735
"Colgate, Wisconsin",43.1930623,-88.2067595
"Lynchburg, Virginia",37.40088,-79.1844922945909
"Martinsburg, West Virginia",39.4560761,-77.9637713
"Oak Park, California",34.17257405,-118.756369157529
"Pompano Beach, Florida",26.2378597,-80.1247667
"Conyers, Georgia",33.6676103,-84.0176904
"Richland, Washington",46.2778406,-119.2769067
"Richboro, Pennsylvania",40.229682,-74.999488822802
"New Rochelle, New York",40.9115386,-73.7826363
"Trenton, New Jersey",40.2170575,-74.7429463
"Monroeville, Pennsylvania",40.4211798,-79.7881025
"Ord, Nebraska",41.6033429,-98.9261987
"Voorhees, New Jersey",40.4812157,-74.4832088
"Natrona Heights, Pennsylvania",40.6232405,-79.7297287
"Lincoln, Nebraska",40.8000554,-96.6674005
"Concord, Massachusetts",42.4605189,-71.3488963
"Renton, Washington",47.4799078,-122.2034496
"Winfield, Kansas",37.2397486,-96.9955919
"Wyncote, Pennsylvania",40.0908996,-75.1462400618813
"Breckenridge, Colorado",39.4816537,-106.0383518
"Enumclaw, Washington",47.2047793,-121.9916371
"Plymouth, Massachusetts",41.9584367,-70.6672577
"Red Oak, Texas",29.803004,-95.3717689
"Los Banos, California",37.0592253,-120.8505342
"North Providence, Rhode Island",41.8500997,-71.4661703
"Bellevue, Washington",47.6144219,-122.1923372
"Newport News, Virginia",37.016827,-76.4505196
"Imperial Beach, California",32.5839444,-117.1130849
"Shaler, Iowa",42.497222, -95.294167
"Amherst, New York",42.9783924,-78.7997616
"Coal Center, Pennsylvania",40.0684067,-79.9017144
"Springfield, Ohio",39.9242266,-83.8088172
"Churchville, New York",43.1042278,-77.8844543
"Berlin, Connecticut",41.621488,-72.7456519
"Avenel, New Jersey",40.5803818,-74.2851469
"Sugar Land, Texas",29.6196787,-95.6349463
"Easthampton, Massachusetts",42.266757,-72.66898
"Rochester, Michigan",42.680588,-83.1338214
"Twin Falls, Idaho",42.5629668,-114.4608711
"Jackson, Wisconsin",44.3016847,-90.8085198
"Cody, Wyoming",44.5263107,-109.0563923
"Old Saybrook, Connecticut",41.2917652,-72.3761956
"Blauvelt, New York",41.0634299,-73.9576378
"Largo, Florida",27.9094665,-82.7873244
"Marina del Rey, California",33.9774017,-118.4508018
"Pocatello, Idaho",42.8688613,-112.4401098
"Sterling, Virginia",39.0016194,-77.4032011
"New Market, Maryland",39.3826031,-77.2694278
"Burlington, Vermont",44.4723989,-73.2114941
"Vermillion, South Dakota",42.7794417,-96.9292104
"Marshfield, Massachusetts",42.091769,-70.7055941
"El Centro, California",32.792,-115.5630514
"Eminence, Missouri",37.1506044,-91.357635
"Bedford, New Hampshire",42.9464737,-71.5159015
"Atlanta, Georgia",33.7490987,-84.3901849
"Barrington, Illinois",42.1539141,-88.1361888
